"area_code","power_market","load_center","transient_grid_flag","grid_no","proposed_grid_no","province","division","district","area","sub_area","area_type","year","consumer_type","name_of_area","name_of_sub_area","domestic","commercial","public_light","small_industry","public_tube_well","bulk","bulk_demand","medium_large_industry","medium_large_industry_demand","domestic_load_factor","commercial_load_factor","small_industry_load_factor","public_tube_well_load_factor","small_industry_coincidence_factor","public_tube_well_coincidence_factor"
8,4,1,0,812,0,1,5,4,1,1,3,0,3,"132KV MEAKHTER","MEAKHTER",1319840,248376,0,0,5514499,0,0,74480,45,7,7,0,7,0,0
8,4,1,0,450,0,1,5,1,1,1,3,0,3,"132KV BARKHAN","BARKHAN",2698392,224225,0,76082,17239441,224820,84,0,100,15,15,0,17,0,0
8,4,1,0,490,0,1,5,1,1,1,3,0,3,"132KV RAKHNI","RAKHNI",1417576,337120,0,61812,15312311,16860,32,7823,310,12,15,15,16,0,0
8,4,1,0,1103,0,1,6,2,1,1,3,0,3,"132KV KOHLU","KOHLU",1865979,333266,0,98739,12473772,1985698,954,0,41,10,10,0,6,0,0
8,4,1,0,914,0,1,5,3,1,1,3,0,3,"132KV DUKKI","DUKKI",2806729,413327,0,55921,32880849,44560,57,314165,1098,5,3,5,3,0,0
8,4,1,0,449,0,1,6,5,1,1,3,0,3,"132KV HARNAI","HARNAI",5511533,693931,834807,33706,5207943,15160,159,82930,154,50,50,0,60,0,0
8,4,1,0,489,0,1,6,5,1,1,3,0,3,"132KV SHARIGH","SHARIGH",1934023,106741,1160024,57087,1557332,4,0,646823,1660,20,20,0,20,0,0
8,4,1,0,53,0,1,4,3,1,1,3,0,3,"132KV GULISTAN","GULISTAN",644621,41955,0,0,130021238,0,0,0,0,49,49,0,19,0,0
8,4,1,0,348,0,1,4,3,1,1,2,0,3,"132KV QILLA ABDULLAH","QILLA ABDULLAH",1153813,150504,0,428,156550857,10520,47,134,0,10,10,20,29,0,0
8,4,1,0,828,0,1,4,3,1,1,2,0,3,"132KV CHAMAN","CHAMAN",10844067,2142556,45594,113536,36607964,2563820,1163,111330,623,10,10,25,3,0,0
